seed,corrupt,r01,r10,precision,recall,f1,TP,FP,FN
86,100,0.6,0.5,0.8130841121495327,0.87,0.8405797101449274,87,20,13
86,100,0.4,0.6,0.7307692307692307,0.95,0.8260869565217392,95,35,5
86,100,0.5,0.3,0.8823529411764706,0.9,0.8910891089108911,90,12,10
86,100,0.5,0.4,0.8272727272727273,0.91,0.8666666666666667,91,19,9
86,100,0.5,0.5,0.782608695652174,0.9,0.8372093023255814,90,25,10
86,100,0.4,0.7,0.7014925373134329,0.94,0.8034188034188033,94,40,6
86,100,0.6,0.7,0.7521367521367521,0.88,0.8110599078341014,88,29,12
86,100,0.7,0.5,0.8349514563106796,0.86,0.8472906403940887,86,17,14
86,100,0.7,0.4,0.9042553191489362,0.85,0.8762886597938143,85,9,15
86,100,0.7,0.3,0.9247311827956989,0.86,0.8911917098445595,86,7,14
86,100,0.6,0.6,0.7787610619469026,0.88,0.8262910798122066,88,25,12
86,10,0.4,0.5,0.23684210526315788,0.9,0.375,9,29,1
86,10,0.5,0.7,0.1951219512195122,0.8,0.3137254901960785,8,33,2
86,10,0.5,0.6,0.21621621621621623,0.8,0.3404255319148936,8,29,2
86,10,0.4,0.4,0.2727272727272727,0.9,0.41860465116279066,9,24,1
86,10,0.4,0.3,0.32142857142857145,0.9,0.4736842105263158,9,19,1
86,10,0.6,0.3,0.4666666666666667,0.7,0.56,7,8,3
86,10,0.6,0.4,0.2857142857142857,0.6,0.3870967741935483,6,15,4
86,10,0.7,0.6,0.23333333333333334,0.7,0.35,7,23,3
86,10,0.7,0.7,0.21875,0.7,0.3333333333333333,7,25,3
86,10,0.6,0.5,0.25925925925925924,0.7,0.37837837837837834,7,20,3
86,10,0.3,0.5,0.2222222222222222,0.8,0.3478260869565218,8,28,2
86,10,0.3,0.4,0.26666666666666666,0.8,0.4,8,22,2
86,10,0.3,0.3,0.32,0.8,0.45714285714285713,8,17,2
86,10,0.4,0.6,0.20454545454545456,0.9,0.33333333333333337,9,35,1
86,10,0.5,0.3,0.4,0.8,0.5333333333333333,8,12,2
86,10,0.5,0.4,0.2962962962962963,0.8,0.43243243243243246,8,19,2
86,10,0.5,0.5,0.24242424242424243,0.8,0.372093023255814,8,25,2
86,10,0.4,0.7,0.1836734693877551,0.9,0.30508474576271183,9,40,1
86,10,0.6,0.7,0.21621621621621623,0.8,0.3404255319148936,8,29,2
86,10,0.7,0.5,0.2608695652173913,0.6,0.36363636363636365,6,17,4
86,10,0.7,0.4,0.4375,0.7,0.5384615384615384,7,9,3
86,10,0.7,0.3,0.5,0.7,0.5833333333333334,7,7,3
86,10,0.6,0.6,0.21875,0.7,0.3333333333333333,7,25,3
86,50,0.3,0.6,0.5822784810126582,0.92,0.7131782945736436,46,33,4
86,50,0.3,0.7,0.5411764705882353,0.92,0.6814814814814815,46,39,4
86,50,0.4,0.5,0.6233766233766234,0.96,0.7559055118110236,48,29,2
86,50,0.5,0.7,0.5822784810126582,0.92,0.7131782945736436,46,33,4
86,50,0.5,0.6,0.6133333333333333,0.92,0.7360000000000001,46,29,4
86,50,0.4,0.4,0.6666666666666666,0.96,0.7868852459016393,48,24,2
86,50,0.4,0.3,0.7164179104477612,0.96,0.8205128205128206,48,19,2
86,50,0.6,0.3,0.8367346938775511,0.82,0.8282828282828283,41,8,9
86,50,0.6,0.4,0.7321428571428571,0.82,0.7735849056603773,41,15,9
86,50,0.7,0.6,0.640625,0.82,0.7192982456140351,41,23,9
86,50,0.7,0.7,0.6268656716417911,0.84,0.7179487179487181,42,25,8
86,50,0.6,0.5,0.6875,0.88,0.7719298245614036,44,20,6
86,50,0.3,0.5,0.6216216216216216,0.92,0.7419354838709677,46,28,4
86,50,0.3,0.4,0.6764705882352942,0.92,0.7796610169491526,46,22,4
86,50,0.3,0.3,0.7301587301587301,0.92,0.8141592920353983,46,17,4
86,50,0.4,0.6,0.573170731707317,0.94,0.712121212121212,47,35,3
86,50,0.5,0.3,0.7966101694915254,0.94,0.8623853211009174,47,12,3
86,50,0.5,0.4,0.6984126984126984,0.88,0.7787610619469026,44,19,6
86,50,0.5,0.5,0.6428571428571429,0.9,0.75,45,25,5
86,50,0.4,0.7,0.5402298850574713,0.94,0.6861313868613138,47,40,3
86,50,0.6,0.7,0.5972222222222222,0.86,0.7049180327868853,43,29,7
86,50,0.7,0.5,0.7017543859649122,0.8,0.7476635514018691,40,17,10
86,50,0.7,0.4,0.82,0.82,0.82,41,9,9
86,50,0.7,0.3,0.8571428571428571,0.84,0.8484848484848485,42,7,8
86,50,0.6,0.6,0.6268656716417911,0.84,0.7179487179487181,42,25,8
31,100,0.3,0.6,0.5405405405405406,1.0,0.7017543859649124,100,85,0
31,100,0.3,0.7,0.49504950495049505,1.0,0.6622516556291391,100,102,0
31,100,0.4,0.5,0.5524475524475524,0.79,0.6502057613168724,79,64,21
31,100,0.5,0.7,0.4720812182741117,0.93,0.6262626262626263,93,104,7
31,100,0.5,0.6,0.5076142131979695,1.0,0.6734006734006733,100,97,0
31,100,0.4,0.4,0.6017699115044248,0.68,0.6384976525821596,68,45,32
31,100,0.4,0.3,0.6666666666666666,1.0,0.8,100,50,0
31,100,0.6,0.3,0.6896551724137931,1.0,0.8163265306122449,100,45,0
31,100,0.6,0.4,0.6896551724137931,1.0,0.8163265306122449,100,45,0
31,100,0.7,0.6,0.625,0.75,0.6818181818181818,75,45,25
31,100,0.7,0.7,0.5703125,0.73,0.6403508771929824,73,55,27
31,100,0.6,0.5,0.6329113924050633,1.0,0.7751937984496124,100,58,0
31,100,0.3,0.5,0.6125,0.98,0.7538461538461539,98,62,2
31,100,0.3,0.4,0.6713286713286714,0.96,0.7901234567901235,96,47,4
31,100,0.3,0.3,0.6857142857142857,0.96,0.7999999999999999,96,44,4
31,100,0.4,0.6,0.5241935483870968,0.65,0.5803571428571428,65,59,35
31,100,0.5,0.3,0.704225352112676,1.0,0.8264462809917354,100,42,0
31,100,0.5,0.4,0.6607142857142857,0.74,0.6981132075471698,74,38,26
31,100,0.5,0.5,0.5586592178770949,1.0,0.7168458781362006,100,79,0
31,100,0.4,0.7,0.4696132596685083,0.85,0.6049822064056939,85,96,15
31,100,0.6,0.7,0.5375,0.86,0.6615384615384615,86,74,14
