thresh,precision,recall,TP,FP,FN,TN,n_predicted,n_ground_pos
0.36,0.4576271186440678,0.8852459016393442,54,64,7,60,118,61
0.361,0.4576271186440678,0.8852459016393442,54,64,7,60,118,61
0.362,0.4576271186440678,0.8852459016393442,54,64,7,60,118,61
0.363,0.453781512605042,0.8852459016393442,54,65,7,59,119,61
0.364,0.453781512605042,0.8852459016393442,54,65,7,59,119,61
0.365,0.453781512605042,0.8852459016393442,54,65,7,59,119,61
0.366,0.45,0.8852459016393442,54,66,7,58,120,61
0.367,0.45,0.8852459016393442,54,66,7,58,120,61
0.368,0.45,0.8852459016393442,54,66,7,58,120,61
0.369,0.45,0.8852459016393442,54,66,7,58,120,61
0.37,0.45,0.8852459016393442,54,66,7,58,120,61
0.371,0.45,0.8852459016393442,54,66,7,58,120,61
0.372,0.45,0.8852459016393442,54,66,7,58,120,61
0.373,0.45,0.8852459016393442,54,66,7,58,120,61
0.374,0.45,0.8852459016393442,54,66,7,58,120,61
0.375,0.45,0.8852459016393442,54,66,7,58,120,61
0.376,0.45,0.8852459016393442,54,66,7,58,120,61
0.377,0.45,0.8852459016393442,54,66,7,58,120,61
0.378,0.45,0.8852459016393442,54,66,7,58,120,61
0.379,0.4462809917355372,0.8852459016393442,54,67,7,57,121,61
0.38,0.4462809917355372,0.8852459016393442,54,67,7,57,121,61
0.381,0.4462809917355372,0.8852459016393442,54,67,7,57,121,61
0.382,0.4462809917355372,0.8852459016393442,54,67,7,57,121,61
0.383,0.4462809917355372,0.8852459016393442,54,67,7,57,121,61
0.384,0.4462809917355372,0.8852459016393442,54,67,7,57,121,61
0.385,0.4462809917355372,0.8852459016393442,54,67,7,57,121,61
0.386,0.44715447154471544,0.9016393442622951,55,68,6,56,123,61
0.387,0.44715447154471544,0.9016393442622951,55,68,6,56,123,61
0.388,0.4435483870967742,0.9016393442622951,55,69,6,55,124,61
0.389,0.4435483870967742,0.9016393442622951,55,69,6,55,124,61
0.39,0.4435483870967742,0.9016393442622951,55,69,6,55,124,61
0.391,0.4435483870967742,0.9016393442622951,55,69,6,55,124,61
0.392,0.4435483870967742,0.9016393442622951,55,69,6,55,124,61
0.393,0.4435483870967742,0.9016393442622951,55,69,6,55,124,61
0.394,0.4435483870967742,0.9016393442622951,55,69,6,55,124,61
0.395,0.4435483870967742,0.9016393442622951,55,69,6,55,124,61
0.396,0.4435483870967742,0.9016393442622951,55,69,6,55,124,61
0.397,0.4435483870967742,0.9016393442622951,55,69,6,55,124,61
0.398,0.4435483870967742,0.9016393442622951,55,69,6,55,124,61
0.399,0.4435483870967742,0.9016393442622951,55,69,6,55,124,61
0.4,0.448,0.9180327868852459,56,69,5,55,125,61
0.401,0.448,0.9180327868852459,56,69,5,55,125,61
0.402,0.448,0.9180327868852459,56,69,5,55,125,61
0.403,0.448,0.9180327868852459,56,69,5,55,125,61
0.404,0.448,0.9180327868852459,56,69,5,55,125,61
0.405,0.448,0.9180327868852459,56,69,5,55,125,61
